File,Subject,Task,Run,Method,Rank,Rank_R1,Rank_R2,Original_Parameters,Compressed_Parameters,Compression_Ratio,Compression_Factor,Reconstruction_Error,Reconstruction_Error_Percent,Explained_Variance,Explained_Variance_Percent,Runtime_Seconds,Status
/home/master/MasterThesis/OPM-MEG MPS/data/preprocessed_rest_epochs/002/motor/run03_epochs.npz,002,motor,run03,TT,"(1, 10, 15, 1)",10,15,3110220,26255,0.9915584749631858,118.46200723671681,0.3435070469438163,34.350704694381626,0.8820029086999388,88.20029086999388,0.5424686039987137,Success
/home/master/MasterThesis/OPM-MEG MPS/data/preprocessed_rest_epochs/002/motor/run03_epochs.npz,002,motor,run03,TT,"(1, 15, 10, 1)",15,10,3110220,19620,0.9936917645697089,158.52293577981652,0.2879644203092827,28.796442030928272,0.9170764926359387,91.70764926359386,0.5986556779989769,Success
/home/master/MasterThesis/OPM-MEG MPS/data/preprocessed_rest_epochs/002/motor/run03_epochs.npz,002,motor,run03,TT,"(1, 15, 15, 1)",15,15,3110220,28875,0.9907160908231573,107.71324675324675,0.2631435600602876,26.31435600602876,0.9307554667987978,93.07554667987978,0.6061334170008195,Success
/home/master/MasterThesis/OPM-MEG MPS/data/preprocessed_rest_epochs/002/motor/run03_epochs.npz,002,motor,run03,TT,"(1, 15, 20, 1)",15,20,3110220,38130,0.9877404170766055,81.56884343036978,0.26015403771714324,26.015403771714325,0.9323198766594673,93.23198766594672,0.6038704810016498,Success
/home/master/MasterThesis/OPM-MEG MPS/data/preprocessed_rest_epochs/002/motor/run03_epochs.npz,002,motor,run03,TT,"(1, 20, 15, 1)",20,15,3110220,31495,0.9898737066831286,98.75281790760438,0.2219955565030206,22.19955565030206,0.9507179728929142,95.07179728929141,0.7462657569994917,Success
/home/master/MasterThesis/OPM-MEG MPS/data/preprocessed_rest_epochs/002/motor/run03_epochs.npz,002,motor,run03,TT,"(1, 20, 20, 1)",20,20,3110220,41500,0.986656892,74.94506024096385,0.2171275132414251,21.71275132414251,0.9528556429935948,95.28556429935948,0.6742739419987629,Success
/home/master/MasterThesis/OPM-MEG MPS/data/preprocessed_rest_epochs/002/rest/run01_epochs.npz,002,rest,run01,TT,"(1, 3, 3, 1)",3,3,19417860,5859,0.9996982674712868,3314.1935483870966,0.8283251300595906,82.83251300595906,0.3138774789117629,31.38774789117629,4.843170367999846,Success
/home/master/MasterThesis/OPM-MEG MPS/data/preprocessed_rest_epochs/002/rest/run01_epochs.npz,002,rest,run01,TT,"(1, 3, 5, 1)",3,5,19417860,8841,0.9995446975104363,2196.342042755344,0.7961713749320348,79.61713749320349,0.36611114173883463,36.611114173883465,4.643905887000074,Success
/home/master/MasterThesis/OPM-MEG MPS/data/preprocessed_rest_epochs/002/rest/run01_epochs.npz,002,rest,run01,TT,"(1, 5, 3, 1)",5,3,19417860,6963,0.9996414125964447,2788.7203791469196,0.7641256855983323,76.41256855983323,0.41611193660887946,41.61119366088795,5.053015155,Success
/home/master/MasterThesis/OPM-MEG MPS/data/preprocessed_rest_epochs/002/rest/run01_epochs.npz,002,rest,run01,TT,"(1, 5, 5, 1)",5,5,19417860,10065,0.9994816627578941,1929.2459016393443,0.6848643010385225,68.48643010385224,0.5309608891630162,53.09608891630162,5.119247150001684,Success
/home/master/MasterThesis/OPM-MEG MPS/data/preprocessed_rest_epochs/002/rest/run01_epochs.npz,002,rest,run01,TT,"(1, 5, 7, 1)",5,7,19417860,13167,0.9993219129193434,1474.7368421052631,0.6783588809370096,67.83588809370096,0.5398292286538884,53.982922865388836,5.468641269000727,Success
/home/master/MasterThesis/OPM-MEG MPS/data/preprocessed_rest_epochs/002/rest/run01_epochs.npz,002,rest,run01,TT,"(1, 7, 5, 1)",7,5,19417860,11289,0.9994186280053518,1720.0690938081318,0.6347248313258571,63.47248313258571,0.5971243884983628,59.71243884983628,5.041466218999631,Success
/home/master/MasterThesis/OPM-MEG MPS/data/preprocessed_rest_epochs/002/rest/run01_epochs.npz,002,rest,run01,TT,"(1, 7, 7, 1)",7,7,19417860,14511,0.9992526982891009,1338.1476121562953,0.614253757,61.42537566,0.6226923224962218,62.26923224962218,5.5295577270007925,Success
